Nature mutation;Valeur fonciere;Code postal;Commune;Type local;Surface reelle bati;Nombre pieces principales;Surface terrain
Vente;680000;28600;LUISANT;Maison;120;6;223
Vente;273925;28140;TERMINIERS;Maison;237;8;1310
Vente;14500;28140;CORMAINVILLE;Maison;50;1;38
Vente;165000;28410;ABONDANT;Maison;70;4;250
Vente;165000;28410;ABONDANT;Maison;70;4;803
Vente;217000;28260;SAUSSAY;Maison;130;4;790
Vente;278450;28210;VILLEMEUX SUR EURE;Maison;134;5;423
Vente;90000;28000;CHARTRES;Maison;75;4;127
Vente;113500;28290;VALD'YERRE;Maison;196;4;1826
Vente;158000;28210;LE BOULLAY MIVOYE;Maison;91;4;805
Vente;208000;28130;PIERRES;Maison;98;4;323
Vente;156150;28100;DREUX;Maison;73;3;433
Vente;120000;28330;BETHONVILLIERS;Maison;75;4;200
Vente;163900;28100;DREUX;Maison;75;4;344
Vente;255000;28300;FRESNAY LE GILMERT;Maison;195;7;635
Vente;110000;28200;CHATEAUDUN;Maison;88;6;564
Vente;100000;28700;ARDELU;Maison;64;3;140
Vente;100000;28700;ARDELU;Maison;15;1;140
Vente;260000;28100;DREUX;Appartement;14;1;94
Vente;260000;28100;DREUX;Appartement;40;2;94
Vente;260000;28100;DREUX;Appartement;41;2;94
Vente;163500;28150;LES VILLAGES VOVEENS;Maison;80;3;585
Vente;163500;28150;LES VILLAGES VOVEENS;Maison;80;3;294
Vente;200000;28300;MAINVILLIERS;Maison;77;4;484
Vente;200000;28120;CHARONVILLE;Maison;139;6;1725
Vente;210000;28170;FAVIERES;Maison;94;3;500
Vente;210000;28170;FAVIERES;Maison;94;3;729
Vente;95000;28160;BROU;Maison;56;3;520
Vente;130000;28240;LES CORVEES LES YYS;Maison;101;3;63
Vente;190000;28190;COURVILLE SUR EURE;Maison;120;6;672
Vente;253000;28630;MORANCEZ;Maison;119;6;575
Vente;182000;28240;CHAMPROND EN GATINE;Maison;128;6;880
Vente;182000;28240;CHAMPROND EN GATINE;Maison;128;6;258
Vente;95455;28600;LUISANT;Maison;105;4;257
Vente;250000;28500;VERNOUILLET;Maison;104;4;406
Vente;107000;28190;LE FAVRIL;Maison;114;4;45
Vente;107000;28190;LE FAVRIL;Maison;114;4;829
Vente;385000;28300;CHAMPHOL;Appartement;35;2;381
Vente;385000;28300;CHAMPHOL;Appartement;38;2;381
Vente;385000;28300;CHAMPHOL;Appartement;65;2;381
Vente;121770;28000;CHARTRES;Maison;82;4;373
Vente;77000;28200;CHATEAUDUN;Maison;65;4;567
Vente;172911;28500;VERT EN DROUAIS;Maison;62;4;739
Vente;248000;28200;JALLANS;Maison;210;4;877
Vente;232000;28500;VERNOUILLET;Maison;107;6;609
Vente;239900;28320;BAILLEAU-ARMENONVILLE;Maison;132;4;176
Vente;142000;28200;VILLAMPUY;Maison;99;4;345
Vente;90000;28200;CHATEAUDUN;Maison;95;6;217
Vente;20000;28290;VALD'YERRE;Maison;27;1;62
Vente;173000;28260;ANET;Maison;89;5;613
Vente;145000;28220;CLOYES-LES-TROIS-RIVIERES;Maison;77;4;695
Vente;153000;28250;SENONCHES;Maison;135;7;1015
Vente;215710;28170;CHATEAUNEUF EN THYMERAIS;Maison;110;5;530
Vente;70000;28290;VALD'YERRE;Maison;92;4;1980
Vente;85000;28200;MARBOUE;Maison;72;3;168
Vente;72500;28200;CHATEAUDUN;Maison;68;4;144
Vente;60000;28200;CHATEAUDUN;Maison;100;7;91
Vente;220000;28600;LUISANT;Maison;82;5;692
Vente;125000;28200;LA CHAPELLE DU NOYER;Maison;114;5;500
Vente;125000;28200;LA CHAPELLE DU NOYER;Maison;114;5;847
Vente;190000;28500;VERT EN DROUAIS;Maison;155;5;1490
Vente;190000;28500;VERT EN DROUAIS;Maison;155;5;1106
Vente;1000000;28230;DROUE SUR DROUETTE;Maison;358;7;1948
Vente;1000000;28230;DROUE SUR DROUETTE;Maison;358;7;1244
Vente;75000;28160;BROU;Maison;75;4;441
Vente;190000;28310;SANTILLY;Maison;120;5;1000
Vente;190000;28310;SANTILLY;Maison;120;5;500
Vente;180000;28310;JANVILLE-EN-BEAUCE;Maison;85;4;428
Vente;125000;28480;ARGENVILLIERS;Maison;102;4;388
Vente;172100;28220;CLOYES-LES-TROIS-RIVIERES;Maison;91;4;727
Vente;235000;28700;AUNAY SOUS AUNEAU;Maison;98;6;630
Vente;325000;28130;PIERRES;Maison;156;5;590
Vente;744500;28210;FAVEROLLES;Maison;160;7;1326
Vente;744500;28210;FAVEROLLES;Maison;160;7;1245
Vente;744500;28210;FAVEROLLES;Maison;135;5;2036
Vente;235000;28700;AUNEAU-BLEURY-SAINT-SYMPHORIEN;Maison;99;5;523
Vente;254750;28130;HOUX;Maison;107;4;374
Vente;175000;28700;ROINVILLE;Maison;116;5;212
Vente;264195;28130;PIERRES;Maison;113;5;580
Vente;219900;28700;ST LEGER DES AUBEES;Maison;117;5;542
Vente;175000;28000;CHARTRES;Maison;77;3;400
Vente;200000;28260;SAUSSAY;Maison;73;4;530
Vente;200000;28260;SAUSSAY;Maison;73;4;325
Vente;145412;28410;BU;Maison;65;4;276
Vente;145412;28410;BU;Maison;65;4;608
Vente;228000;28630;THIVARS;Maison;111;7;666
Vente;200000;28200;CHATEAUDUN;Maison;137;6;720
Vente;70000;28260;SOREL MOUSSEL;Maison;32;2;375
Vente;70000;28260;SOREL MOUSSEL;Maison;60;3;375
Vente;180000;28310;FRESNAY L EVEQUE;Maison;100;6;814
Vente;1;28160;BROU;Maison;103;3;14635
Vente;1;28160;BROU;Maison;72;3;14635
Vente;1;28160;BROU;Maison;133;4;14635
Vente;219000;28260;LA CHAUSSEE D IVRY;Maison;88;5;615
Vente;219000;28260;LA CHAUSSEE D IVRY;Maison;88;5;1163
Vente;22000;28500;AUNAY SOUS CRECY;Maison;60;3;104
Vente;230000;28260;SOREL MOUSSEL;Maison;96;3;1104
Vente;239000;28190;FRUNCE;Maison;117;7;1214
Vente;116700;28480;HAPPONVILLIERS;Maison;95;5;714
Vente;185000;28230;EPERNON;Maison;65;4;570
Vente;136200;28700;AUNEAU-BLEURY-SAINT-SYMPHORIEN;Maison;46;2;120
Vente;339000;28000;CHARTRES;Maison;128;5;485
Vente;130000;28240;MANOU;Maison;165;7;1228
Vente;172000;28210;NERON;Maison;128;6;610
Vente;140000;28230;EPERNON;Maison;111;6;1130
Vente;360000;28320;BAILLEAU-ARMENONVILLE;Maison;150;5;1789
Vente;650000;28100;DREUX;Maison;124;6;3436
Vente;650000;28100;DREUX;Appartement;32;2;3436
Vente;650000;28100;DREUX;Appartement;96;4;3436
Vente;650000;28100;DREUX;Appartement;44;2;3436
Vente;650000;28100;DREUX;Appartement;37;2;3436
Vente;650000;28100;DREUX;Appartement;24;1;3436
Vente;650000;28100;DREUX;Maison;29;2;3436
Vente;23750;28300;BERCHERES-SAINT-GERMAIN;Maison;35;1;155
Vente;168250;28630;FONTENAY S EURE;Maison;90;4;607
Vente;175000;28140;EOLE-EN-BEAUCE;Maison;81;4;796
Vente;115000;28800;BONNEVAL;Appartement;64;3;83
Vente;115000;28800;BONNEVAL;Appartement;43;2;83
Vente;115000;28800;BONNEVAL;Appartement;47;3;83
Vente;88000;28800;BONNEVAL;Maison;51;2;595
Vente;330000;28130;BOUGLAINVAL;Maison;114;5;670
Vente;70000;28120;ILLIERS-COMBRAY;Maison;44;2;110
Vente;115000;28310;NEUVILLE SAINT DENIS;Maison;75;4;834
Vente;222000;28300;AMILLY;Maison;105;5;741
Vente;290500;28210;FAVEROLLES;Maison;90;4;1006
Vente;142000;28140;LUMEAU;Maison;95;4;755
Vente;70000;28120;SANDARVILLE;Maison;62;2;815
Vente;395000;28630;BARJOUVILLE;Maison;149;6;343
Vente;285000;28000;CHARTRES;Maison;80;4;423
Vente;55000;28250;DIGNY;Maison;227;5;648
Vente;55000;28250;DIGNY;Maison;227;5;1157
Vente;55000;28250;DIGNY;Maison;227;5;3980
Vente;391900;28260;ANET;Maison;150;5;564
Vente;391900;28260;ANET;Maison;150;5;1810
Vente;104500;28330;LA BAZOCHE GOUET;Maison;74;4;554
Vente;104500;28330;LA BAZOCHE GOUET;Maison;74;4;416
Vente;154000;28150;LES VILLAGES VOVEENS;Maison;61;3;268
Vente;40000;28310;TOURY;Appartement;51;3;58
Vente;205200;28630;BERCHERES LES PIERRES;Maison;173;7;546
Vente;60000;28120;ILLIERS-COMBRAY;Maison;55;3;305
Vente;120000;28170;SAINT-SAUVEUR-MARVILLE;Maison;250;6;420
Vente;289000;28410;GOUSSAINVILLE;Maison;162;8;1294
Vente;115800;28220;CLOYES-LES-TROIS-RIVIERES;Maison;85;4;344
Vente;115800;28220;CLOYES-LES-TROIS-RIVIERES;Maison;63;2;67
Vente;60000;28120;CHAUFFOURS;Maison;84;2;757
Vente;164050;28800;BONNEVAL;Maison;90;6;518
Vente;249060;28190;COURVILLE SUR EURE;Maison;165;4;1376
Vente;249060;28190;COURVILLE SUR EURE;Maison;165;4;524
Vente;249060;28190;COURVILLE SUR EURE;Maison;165;4;123
Vente;249060;28190;COURVILLE SUR EURE;Maison;165;4;32
Vente;103000;28190;ST GEORGES SUR EURE;Maison;66;4;541
Vente;99000;28290;VALD'YERRE;Maison;18;1;970
Vente;142000;28800;BONNEVAL;Maison;134;4;415
Vente;76500;28200;LA CHAPELLE DU NOYER;Maison;83;5;796
Vente;85000;28800;BONNEVAL;Maison;70;4;209
Vente;113500;28140;NOTTONVILLE;Maison;93;3;262
Vente;94000;28290;VALD'YERRE;Maison;72;4;480
Vente;123000;28160;BROU;Maison;86;4;499
Vente;90000;28200;ST CHRISTOPHE;Maison;90;4;564
Vente;263570;28100;DREUX;Maison;80;3;257
Vente;214500;28320;GAS;Maison;83;5;564
Vente;220000;28260;GILLES;Maison;95;4;103
Vente;145000;28140;GUILLONVILLE;Maison;98;4;2980
Vente;145000;28140;GUILLONVILLE;Maison;88;3;817
Vente;108000;28500;SAULNIERES;Maison;120;3;103
Vente;295000;28130;HANCHES;Maison;117;5;549
Vente;295000;28130;HANCHES;Maison;117;5;760
Vente;123000;28480;SAINTIGNY;Maison;70;2;183
Vente;120000;28150;LOUVILLE LA CHENARD;Maison;60;3;440
Vente;55000;28320;GALLARDON;Maison;72;3;66
Vente;255000;28500;VERNOUILLET;Maison;134;5;385
Vente;230000;28630;VER LES CHARTRES;Maison;74;2;377
Vente;178500;28500;AUNAY SOUS CRECY;Maison;73;4;536
Vente;86400;28190;BILLANCELLES;Maison;68;3;371
Vente;86400;28190;BILLANCELLES;Maison;68;3;747
Vente;184500;28340;BOISSY LES PERCHE;Maison;110;4;171
Vente;184500;28340;BOISSY LES PERCHE;Maison;110;4;1268
Vente;73000;28400;NOGENT LE ROTROU;Maison;98;3;413
Vente;140500;28110;LUCE;Maison;84;4;623
Vente;155000;28480;COMBRES;Maison;72;4;90
Vente;158000;28100;DREUX;Maison;61;4;410
Vente;80000;28200;CHATEAUDUN;Maison;64;3;322
Vente;110000;28500;TREON;Maison;120;5;790
Vente;110000;28500;TREON;Maison;120;5;350
Vente;140500;28500;VERT EN DROUAIS;Maison;100;4;534
Vente;120000;28200;DONNEMAIN ST MAMES;Maison;78;5;481
Vente;108000;28100;DREUX;Maison;50;3;625
Vente;229000;28500;GARNAY;Maison;88;4;688
Vente;229000;28190;ST ARNOULT DES BOIS;Maison;152;7;1056
Vente;100000;28400;SOUANCE AU PERCHE;Maison;71;4;638
Vente;100000;28400;SOUANCE AU PERCHE;Maison;90;4;638
Vente;81088,85;28500;VERNOUILLET;Maison;105;6;400
Vente;80000;28160;DAMPIERRE SOUS BROU;Maison;74;4;864
Vente;134010;28340;LA FERTE VIDAME;Maison;98;5;548
Vente;134010;28340;LA FERTE VIDAME;Maison;98;5;417
Vente;128000;28220;CLOYES-LES-TROIS-RIVIERES;Maison;77;3;354
Vente;128000;28220;CLOYES-LES-TROIS-RIVIERES;Maison;77;3;422
Vente;200000;28300;MAINVILLIERS;Maison;152;8;640
Vente;46500;28220;CLOYES-LES-TROIS-RIVIERES;Maison;53;3;40
Vente;205000;28500;VERNOUILLET;Maison;83;3;394
Vente;149000;28400;NOGENT LE ROTROU;Maison;75;4;725
Vente;217500;28500;VERNOUILLET;Maison;145;5;856
Vente;217500;28500;VERNOUILLET;Maison;145;5;459
Vente;53720;28150;PRASVILLE;Maison;80;3;296
Vente;110000;28220;CLOYES-LES-TROIS-RIVIERES;Maison;80;5;573
Vente;110000;28220;CLOYES-LES-TROIS-RIVIERES;Maison;80;5;455
Vente;185000;28300;MAINVILLIERS;Maison;126;6;361
Vente;181000;28300;MAINVILLIERS;Maison;66;3;417
Vente;223900;28100;DREUX;Maison;150;5;1460
Vente;113000;28250;DIGNY;Maison;58;3;680
Vente;115000;28170;THIMERT-GATELLES;Maison;90;3;1732
Vente;224700;28500;MEZIERES EN DROUAIS;Maison;97;4;553
Vente;98000;28190;DANGERS;Maison;85;4;716
Vente;120000;28120;ILLIERS-COMBRAY;Maison;70;2;222
Vente;139000;28120;SANDARVILLE;Maison;72;4;573
Vente;253000;28500;CHERISY;Maison;155;6;492
Vente;305000;28130;VILLIERS LE MORHIER;Maison;174;7;578
Vente;305000;28130;VILLIERS LE MORHIER;Maison;174;7;556
Vente;115000;28240;ST ELIPH;Maison;79;4;595
Vente;187000;28260;ANET;Maison;122;5;682
Vente;87000;28290;VALD'YERRE;Maison;73;4;866
Vente;30000;28220;CLOYES-LES-TROIS-RIVIERES;Maison;155;8;500
Vente;30000;28220;CLOYES-LES-TROIS-RIVIERES;Maison;155;8;790
Vente;162000;28210;NERON;Maison;110;5;203
Vente;218000;28500;SAINTE-GEMME-MORONVAL;Maison;94;3;480
Vente;218000;28500;SAINTE-GEMME-MORONVAL;Maison;94;3;1785
Vente;249000;28600;LUISANT;Maison;102;6;265
Vente;220000;28500;OUERRE;Maison;110;5;289
Vente;220000;28500;OUERRE;Maison;110;5;621
Vente;210000;28210;CHAUDON;Maison;110;6;1102
Vente;118500;28380;ST REMY SUR AVRE;Maison;88;5;62
Vente;118500;28380;ST REMY SUR AVRE;Maison;88;5;1572
Vente;260000;28500;OUERRE;Maison;148;6;674
Vente;140000;28160;BROU;Maison;68;3;467
Vente;140000;28500;CHERISY;Maison;77;3;595
Vente;171800;28500;VERT EN DROUAIS;Maison;59;4;552
Vente;171800;28500;VERT EN DROUAIS;Maison;59;4;601
Vente;75000;28350;ST LUBIN DES JONCHERETS;Maison;89;4;640
Vente;273500;28150;LES VILLAGES VOVEENS;Maison;166;5;500
Vente;273500;28150;LES VILLAGES VOVEENS;Maison;166;5;1405
Vente;60000;28310;JANVILLE-EN-BEAUCE;Maison;52;3;91
Vente;280000;28100;DREUX;Appartement;39;1;183
Vente;280000;28100;DREUX;Appartement;35;2;183
Vente;280000;28100;DREUX;Appartement;60;2;183
Vente;280000;28100;DREUX;Appartement;97;3;183
Vente;152500;28800;ALLUYES;Maison;63;3;460
Vente;303000;28200;CHATEAUDUN;Maison;282;10;560
Vente;303000;28200;CHATEAUDUN;Maison;282;10;512
Vente;140000;28380;ST REMY SUR AVRE;Maison;72;3;390
Vente;140000;28380;ST REMY SUR AVRE;Maison;72;3;530
Vente;212000;28000;CHARTRES;Maison;78;4;260
Vente;211700;28300;BERCHERES-SAINT-GERMAIN;Maison;89;6;714
Vente;218200;28120;NOGENT SUR EURE;Maison;84;4;589
Vente;234000;28100;DREUX;Maison;114;4;875
Vente;234000;28100;DREUX;Maison;114;4;939
Vente;145000;28240;FONTAINE SIMON;Maison;141;5;586
Vente;183420;28260;ANET;Maison;90;4;251
Vente;95000;28190;CHUISNES;Maison;71;3;574
Vente;275000;28700;AUNEAU-BLEURY-SAINT-SYMPHORIEN;Maison;147;5;900
Vente;175000;28190;ST ARNOULT DES BOIS;Maison;103;4;529
Vente;175000;28190;ST ARNOULT DES BOIS;Maison;103;4;340
Vente;322000;28300;LEVES;Maison;130;6;500
Vente;173000;28310;ROUVRAY ST DENIS;Maison;93;4;1070
Vente;110000;28240;LA LOUPE;Maison;75;3;113
Vente;142000;28240;LA LOUPE;Maison;68;3;670
Vente;429000;28630;LE COUDRAY;Maison;138;6;763
Vente;173000;28200;VILLAMPUY;Maison;134;4;247
Vente;323000;28410;ST LUBIN DE LA HAYE;Maison;138;6;68
Vente;323000;28410;ST LUBIN DE LA HAYE;Maison;138;6;1629
Vente;100000;28320;GALLARDON;Maison;176;5;914
Vente;180700;28250;SENONCHES;Maison;96;6;682
Vente;100000;28140;ORGERES EN BEAUCE;Maison;95;6;343
Vente;100000;28140;ORGERES EN BEAUCE;Maison;95;6;293
Vente;70000;28100;DREUX;Maison;106;4;131
Vente;70000;28100;DREUX;Maison;48;3;131
Vente;174450;28700;DENONVILLE;Maison;105;5;450
Vente;80000;28270;CRUCEY-VILLAGES;Maison;82;4;1825
Vente;220000;28150;LES VILLAGES VOVEENS;Maison;144;6;980
Vente;220000;28150;LES VILLAGES VOVEENS;Maison;144;6;1020
Vente;110000;28160;BROU;Maison;84;4;705
Vente;275000;28100;DREUX;Maison;102;3;141
Vente;135000;28160;YEVRES;Maison;68;2;1804
Vente;73000;28700;SANTEUIL;Maison;59;4;234
Vente;178000;28700;ROINVILLE;Maison;74;4;535
Vente;240000;28700;AUNEAU-BLEURY-SAINT-SYMPHORIEN;Maison;95;4;330
Vente;245000;28700;OINVILLE SOUS AUNEAU;Maison;111;6;831
Vente;236950;28500;OUERRE;Maison;124;5;380
Vente;236950;28500;OUERRE;Maison;124;5;4940
Vente;318000;28130;PIERRES;Maison;130;6;702
Vente;111000;28210;NERON;Maison;87;4;1519
Vente;111000;28210;NERON;Maison;87;4;421
Vente;120000;28160;YEVRES;Maison;70;4;878
Vente;292000;28130;PIERRES;Maison;109;4;540
Vente;125500;28130;PIERRES;Maison;68;4;1000
Vente;125500;28130;PIERRES;Maison;68;4;874
Vente;15000;28130;ST PIAT;Maison;50;2;1606
Vente;15000;28130;ST PIAT;Maison;50;2;404
Vente;253980;28320;GALLARDON;Maison;120;6;731
Vente;187000;28300;CHAMPHOL;Maison;86;4;725
Vente;135000;28360;PRUNAY LE GILLON;Maison;55;3;402
Vente;225000;28310;TOURY;Maison;119;6;658
Vente;135000;28110;LUCE;Maison;64;4;524
Vente;135000;28110;LUCE;Maison;64;4;282
Vente;345980;28700;HOUVILLE LA BRANCHE;Maison;182;7;1064
Vente;240000;28100;DREUX;Appartement;20;1;694
Vente;240000;28100;DREUX;Appartement;50;3;694
Vente;240000;28100;DREUX;Appartement;40;2;694
Vente;240000;28100;DREUX;Appartement;37;2;694
Vente;240000;28100;DREUX;Appartement;50;2;694
Vente;240000;28100;DREUX;Appartement;50;3;640
Vente;240000;28100;DREUX;Appartement;20;1;640
Vente;240000;28100;DREUX;Appartement;40;2;640
Vente;240000;28100;DREUX;Appartement;37;2;640
Vente;240000;28100;DREUX;Appartement;24;1;640
Vente;240000;28100;DREUX;Appartement;50;2;640
Vente;240000;28100;DREUX;Appartement;24;1;694
Vente;192000;28260;BERCHERES SUR VESGRE;Maison;90;5;512
Vente;192000;28260;BERCHERES SUR VESGRE;Maison;90;5;998
Vente;190000;28700;SAINVILLE;Maison;90;4;1182
Vente;250000;28700;AUNEAU-BLEURY-SAINT-SYMPHORIEN;Maison;112;6;405
Vente;250000;28700;AUNEAU-BLEURY-SAINT-SYMPHORIEN;Maison;112;6;246
Vente;240000;28700;BEVILLE LE COMTE;Maison;92;4;309
Vente;188000;28500;LURAY;Maison;95;3;985
Vente;66000;28400;ARCISSES;Maison;120;4;1200
Vente;105000;28160;UNVERRE;Maison;75;2;2505
Vente;235000;28300;ST PREST;Maison;122;4;3067
Vente;235000;28300;ST PREST;Maison;122;4;622
Vente;210000;28210;LORMAYE;Maison;58;3;479
Vente;210000;28210;LORMAYE;Maison;58;3;760
Vente;116000;28150;EOLE-EN-BEAUCE;Maison;60;3;587
Vente;30000;28300;LEVES;Maison;45;1;159
Vente;278000;28210;LES PINTHIERES;Maison;127;6;820
Vente;180000;28130;MAINTENON;Maison;80;4;864
Vente;299000;28000;CHARTRES;Maison;77;5;323
Vente;40000;28190;PONTGOUIN;Maison;49;3;637
Vente;162000;28170;THIMERT-GATELLES;Maison;142;4;1000
Vente;80000;28130;ST PIAT;Maison;96;3;491
Vente;355000;28000;CHARTRES;Maison;84;4;223
Vente;258000;28410;BU;Maison;107;5;666
Vente;195000;28480;SAINTIGNY;Maison;106;4;1400
Vente;195000;28480;SAINTIGNY;Maison;106;4;452
Vente;176000;28110;LUCE;Maison;62;4;464
Vente;158500;28210;VILLEMEUX SUR EURE;Maison;85;5;638
Vente;45000;28210;CHAUDON;Maison;36;1;332
Vente;280000;28500;MARVILLE MOUTIERS BRULE;Maison;111;5;1040
Vente;272500;28130;MAINTENON;Maison;115;5;467
Vente;329990;28130;PIERRES;Maison;105;5;585
Vente;220000;28120;ILLIERS-COMBRAY;Maison;129;5;1462
Vente;800000;28250;LA PUISAYE;Maison;500;13;4625
Vente;800000;28250;LA PUISAYE;Maison;500;13;11255
Vente;800000;28250;LA PUISAYE;Maison;500;13;7030
Vente;288100;28700;AUNEAU-BLEURY-SAINT-SYMPHORIEN;Maison;105;5;816
Vente;288100;28700;AUNEAU-BLEURY-SAINT-SYMPHORIEN;Maison;105;5;1164
Vente;221000;28300;MAINVILLIERS;Maison;73;4;477
Vente;70800;28400;NOGENT LE ROTROU;Maison;51;3;620
Vente;70800;28400;NOGENT LE ROTROU;Maison;51;3;730
Vente;230000;28260;ANET;Maison;125;6;791
Vente;168000;28190;CHUISNES;Maison;75;3;549
Vente;182000;28260;ROUVRES;Maison;84;5;700
Vente;170000;28630;THIVARS;Maison;81;3;660
Vente;235000;28410;ABONDANT;Maison;98;4;444
Vente;235000;28410;ABONDANT;Maison;98;4;31
Vente;235000;28410;ABONDANT;Maison;98;4;659
Vente;1806760;28000;CHARTRES;Appartement;42;1;7
Vente;1806760;28000;CHARTRES;Appartement;35;1;7
Vente;1806760;28000;CHARTRES;Appartement;261;6;7
Vente;1806760;28000;CHARTRES;Appartement;84;2;7
Vente;1806760;28000;CHARTRES;Appartement;35;1;526
Vente;1806760;28000;CHARTRES;Appartement;42;1;526
Vente;1806760;28000;CHARTRES;Appartement;42;1;734
Vente;1806760;28000;CHARTRES;Appartement;35;1;734
Vente;1806760;28000;CHARTRES;Appartement;261;6;734
Vente;1806760;28000;CHARTRES;Appartement;84;2;734
Vente;1806760;28000;CHARTRES;Appartement;84;2;526
Vente;1806760;28000;CHARTRES;Appartement;261;6;526
Vente;150000;28190;MITTAINVILLIERS-VERIGNY;Maison;73;3;687
Vente;199000;28120;ERMENONVILLE LA GRANDE;Maison;98;6;452
Vente;480000;28260;GUAINVILLE;Maison;210;6;3262
Vente;480000;28260;GUAINVILLE;Maison;210;6;775
Vente;188000;28000;CHARTRES;Maison;84;5;556
Vente;130000;28160;MOTTEREAU;Maison;98;5;4000
Vente;95000;28160;YEVRES;Maison;58;3;542
Vente;320500;28210;LE BOULLAY THIERRY;Appartement;72;4;977
Vente;320500;28210;LE BOULLAY THIERRY;Appartement;50;3;977
Vente;320500;28210;LE BOULLAY THIERRY;Appartement;40;2;977
Vente;320500;28210;LE BOULLAY THIERRY;Appartement;73;4;977
Vente;320500;28210;LE BOULLAY THIERRY;Appartement;76;3;977
Vente;183000;28500;VERNOUILLET;Maison;84;5;603
Vente;155000;28170;THIMERT-GATELLES;Maison;83;5;469
Vente;72000;28290;VALD'YERRE;Maison;63;2;845
Vente;160000;28290;VALD'YERRE;Maison;100;4;4140
Vente;160000;28290;VALD'YERRE;Maison;104;3;4140
Vente;184530;28160;DAMPIERRE SOUS BROU;Maison;116;4;746
Vente;218000;28230;EPERNON;Maison;82;5;531
Vente;160000;28350;ST LUBIN DES JONCHERETS;Maison;69;3;267
Vente;77000;28800;MORIERS;Maison;75;3;350
Vente;105000;28160;UNVERRE;Maison;85;4;1425
Vente;105000;28160;UNVERRE;Maison;85;4;1062
Vente;96300;28220;CLOYES-LES-TROIS-RIVIERES;Maison;68;3;294
Vente;150000;28100;DREUX;Maison;44;3;282
Vente;150000;28800;LE GAULT ST DENIS;Maison;107;5;720
Vente;245000;28320;GALLARDON;Maison;126;7;219
Vente;245000;28320;GALLARDON;Maison;126;7;395
Vente;294000;28250;LA PUISAYE;Maison;178;10;428
Vente;294000;28250;LA PUISAYE;Maison;22;1;582
Vente;165000;28260;SAUSSAY;Maison;76;4;760
Vente;300000;28100;DREUX;Appartement;27;1;110
Vente;300000;28100;DREUX;Appartement;44;3;110
Vente;300000;28100;DREUX;Appartement;42;3;110
Vente;123000;28300;MAINVILLIERS;Maison;50;3;290
Vente;45000;28240;MONTLANDON;Maison;57;5;184
Vente;106000;28250;JAUDRAIS;Maison;66;4;2042
Vente;106000;28250;JAUDRAIS;Maison;66;4;458
Vente;120000;28300;CHALLET;Maison;95;4;456
Vente;120000;28300;CHALLET;Maison;11;1;456
Vente;90000;28270;LAONS;Maison;62;3;1099
Vente;35000;28330;AUTHON DU PERCHE;Maison;65;3;69
Vente;230000;28160;DANGEAU;Maison;114;5;700
Vente;180000;28630;NOGENT LE PHAYE;Maison;150;7;60
Vente;164200;28140;BAIGNEAUX;Maison;99;5;575
Vente;185000;28400;NOGENT LE ROTROU;Maison;85;4;500
Vente;100000;28800;SANCHEVILLE;Maison;72;4;612
Vente;59000;28200;CONIE MOLITARD;Maison;48;2;304
Vente;59000;28200;CONIE MOLITARD;Maison;48;2;3121
Vente;59000;28200;CONIE MOLITARD;Maison;48;2;390
Vente;179000;28200;CHATEAUDUN;Maison;101;5;619
Vente;60000;28160;BROU;Maison;131;3;243
Vente;232000;28310;GOMMERVILLE;Maison;88;4;178
Vente;311400;28410;GOUSSAINVILLE;Maison;100;5;544
Vente;190000;28300;ST AUBIN DES BOIS;Maison;200;8;1362
Vente;155000;28170;TREMBLAY-LES-VILLAGES;Maison;65;2;407
Vente;279000;28130;PIERRES;Maison;106;5;584
Vente;166000;28480;ARGENVILLIERS;Maison;60;3;503
Vente;166000;28480;ARGENVILLIERS;Maison;60;3;686
Vente;110000;28800;BONNEVAL;Maison;77;3;434
Vente;94000;28480;LUIGNY;Maison;55;2;85
Vente;158000;28320;GAS;Maison;86;3;550
Vente;172000;28260;SOREL MOUSSEL;Maison;86;4;921
Vente;172000;28260;SOREL MOUSSEL;Maison;86;4;609
Vente;204000;28400;NOGENT LE ROTROU;Maison;159;7;346
Vente;182000;28130;VILLIERS LE MORHIER;Maison;73;4;581
Vente;100000;28140;PERONVILLE;Maison;96;5;94
Vente;232800;28320;BAILLEAU-ARMENONVILLE;Maison;137;5;1508
Vente;232800;28320;BAILLEAU-ARMENONVILLE;Maison;137;5;850
Vente;62000;28200;CHATEAUDUN;Maison;38;2;134
Vente;204000;28170;FONTAINE LES RIBOUTS;Maison;88;4;450
Vente;45000;28150;LES VILLAGES VOVEENS;Maison;58;3;62
Vente;150000;28260;GILLES;Maison;95;5;1080
Vente;150000;28260;GILLES;Maison;95;5;400
Vente;90000;28260;SOREL MOUSSEL;Maison;90;3;740
Vente;215000;28410;BU;Maison;74;4;240
Vente;215000;28410;BU;Maison;74;4;759
Vente;70000;28200;CHATEAUDUN;Maison;68;4;119
Vente;108000;28200;MARBOUE;Maison;79;5;652
Vente;142895;28140;FONTENAY SUR CONIE;Maison;79;5;800
Vente;217030,4;28140;PERONVILLE;Maison;60;4;2443
Vente;192000;28200;ST DENIS-LANNERAY;Maison;87;3;507
Vente;192000;28200;ST DENIS-LANNERAY;Maison;87;3;2012
Vente;192000;28200;ST DENIS-LANNERAY;Maison;87;3;655
Vente;192000;28200;ST DENIS-LANNERAY;Maison;87;3;275
Vente;145000;28800;SAUMERAY;Maison;82;4;1263
