Nature mutation;Valeur fonciere;Code postal;Commune;Type local;Surface reelle bati;Nombre pieces principales;Surface terrain
Vente;468000;1550;FARGES;Maison;111;5;133
Vente;180000;1200;MONTANGES;Appartement;87;4;76
Vente;490000;1310;BUELLAS;Maison;190;6;500
Vente;490000;1310;BUELLAS;Maison;190;6;2452
Vente;295000;1990;BANEINS;Maison;95;2;965
Vente;425000;1390;RANCE;Maison;110;5;500
Vente;425000;1390;RANCE;Maison;110;5;777
Vente;1165000;1710;THOIRY;Maison;190;5;860
Vente;630000;1550;POUGNY;Maison;100;3;761
Vente;314000;1000;BOURG-EN-BRESSE;Maison;144;6;983
Vente;925000;1210;ORNEX;Maison;189;6;779
Vente;925000;1210;ORNEX;Maison;189;6;1000
Vente;211000;1100;BELLIGNAT;Maison;132;4;360
Vente;245000;1340;FOISSIAT;Maison;105;5;3378
Vente;245000;1340;FOISSIAT;Maison;105;5;700
Vente;265000;1340;FOISSIAT;Maison;118;5;2433
Vente;179000;1560;CORMOZ;Maison;70;2;927
Vente;235000;1800;MEXIMIEUX;Maison;69;3;184
Vente;265000;1310;CURTAFOND;Maison;122;5;900
Vente;215000;1150;LAGNIEU;Maison;78;4;83
Vente;295000;1300;MAGNIEU;Maison;115;4;374
Vente;267287;1120;MONTLUEL;Maison;78;3;191
Vente;132000;1300;BELLEY;Maison;92;3;377
Vente;250000;1130;LE POIZAT-LALLEYRIAT;Maison;115;6;552
Vente;87000;1290;PONT-DE-VEYLE;Maison;71;2;385
Vente;290000;1800;VILLIEU-LOYES-MOLLON;Maison;92;1;983
Vente;175000;1140;SAINT-DIDIER-SUR-CHALARONNE;Maison;77;4;1345
Vente;165000;1290;SAINT-JEAN-SUR-VEYLE;Maison;81;4;378
Vente;379900;1700;MIRIBEL;Maison;92;4;688
Vente;1200670;1170;CESSY;Maison;199;6;588
Vente;586400;1710;THOIRY;Maison;113;6;743
Vente;234200;1270;VERJON;Maison;138;6;1530
Vente;265000;1250;JASSERON;Maison;138;7;1064
Vente;265000;1250;JASSERON;Maison;138;7;500
Vente;361000;1340;BRESSE VALLONS;Maison;195;5;713
Vente;361000;1340;BRESSE VALLONS;Maison;195;5;500
Vente;230000;1800;MEXIMIEUX;Maison;108;4;84
Vente;100000;1330;AMBERIEUX-EN-DOMBES;Maison;96;4;489
Vente;354450;1700;MIRIBEL;Maison;106;5;235
Vente;150000;1400;DOMPIERRE-SUR-CHALARONNE;Maison;87;4;1087
Vente;618800;1700;MIRIBEL;Maison;120;4;621
Vente;618800;1700;MIRIBEL;Maison;120;4;634
Vente;490500;1390;TRAMOYES;Maison;117;5;500
Vente;490500;1390;TRAMOYES;Maison;117;5;508
Vente;483000;1700;MIRIBEL;Maison;104;4;500
Vente;483000;1700;MIRIBEL;Maison;104;4;1025
Vente;155000;1390;TRAMOYES;Maison;140;5;324
Vente;434600;1360;BALAN;Maison;101;5;800
Vente;160000;1680;MARCHAMP;Maison;138;6;104
Vente;619150;1550;COLLONGES;Maison;146;6;986
Vente;215000;1200;VALSERHONE;Appartement;45;2;103
Vente;215000;1200;VALSERHONE;Appartement;43;2;103
Vente;215000;1200;VALSERHONE;Appartement;25;1;103
Vente;441500;1420;SEYSSEL;Maison;109;5;793
Vente;760000;1170;ECHENEVEX;Maison;200;6;220
Vente;323000;1310;MONTRACOL;Maison;165;7;1070
Vente;460000;1800;VILLIEU-LOYES-MOLLON;Maison;140;7;500
Vente;460000;1800;VILLIEU-LOYES-MOLLON;Maison;140;7;931
Vente;120000;1200;MONTANGES;Maison;39;2;325
Vente;192000,4;1090;MONTCEAUX;Maison;87;3;402
Vente;320000;1240;SAINT-ANDRE-LE-BOUCHOUX;Maison;60;4;1713
Vente;165000;1310;SAINT-MARTIN-LE-CHATEL;Maison;129;6;1960
Vente;415000;1360;BELIGNEUX;Maison;190;6;378
Vente;650000;1400;CHATILLON-SUR-CHALARONNE;Maison;270;8;450
Vente;120000;1460;PORT;Maison;70;3;309
Vente;225300;1660;CHAVEYRIAT;Appartement;103;7;313
Vente;486000;1390;MIONNAY;Maison;112;4;811
Vente;100000;1000;BOURG-EN-BRESSE;Maison;50;2;152
Vente;215000;1230;SAINT-RAMBERT-EN-BUGEY;Maison;88;3;685
Vente;225000;1500;AMBERIEU-EN-BUGEY;Maison;117;6;61
Vente;113000;1110;BRENOD;Maison;108;5;982
Vente;120000;1140;PEYZIEUX-SUR-SAONE;Maison;90;4;294
Vente;175000;1340;FOISSIAT;Maison;170;4;4642
Vente;227550;1370;BENY;Maison;80;3;1661
Vente;310000;1120;PIZAY;Maison;88;4;1100
Vente;659630;1170;CESSY;Maison;105;6;385
Vente;115950;1500;AMBERIEU-EN-BUGEY;Maison;99;4;49
Vente;570000;1630;CHALLEX;Maison;118;3;186
Vente;215000;1600;TREVOUX;Maison;65;4;359
Vente;410000;1150;SAINTE-JULIE;Maison;143;4;855
Vente;350000;1380;SAINT-CYR-SUR-MENTHON;Maison;94;4;1000
Vente;350000;1380;SAINT-CYR-SUR-MENTHON;Maison;94;4;3281
Vente;100000;1500;AMBERIEU-EN-BUGEY;Maison;89;4;995
Vente;494000;1390;MIONNAY;Maison;90;4;899
Vente;470706;1120;DAGNEUX;Maison;115;4;603
Vente;182500;1470;BRIORD;Maison;96;4;641
Vente;182500;1470;BRIORD;Maison;47;2;641
Vente;400000;1320;VILLETTE-SUR-AIN;Maison;80;4;700
Vente;200000;1170;VESANCY;Maison;73;4;185
Vente;398300;1700;MIRIBEL;Maison;80;4;193
Vente;400000;1500;AMBERIEU-EN-BUGEY;Maison;137;4;915
Vente;355000;1640;JUJURIEUX;Maison;103;3;67
Vente;297000;1150;SAINTE-JULIE;Maison;127;5;332
Vente;110000;1160;VARAMBON;Appartement;33;2;100
Vente;110000;1160;VARAMBON;Appartement;90;3;100
Vente;185000;1570;FEILLENS;Maison;92;4;436
Vente;1211150;1480;FAREINS;Maison;248;7;6000
Vente;1211150;1480;FAREINS;Maison;248;7;674
Vente;144000;1140;PEYZIEUX-SUR-SAONE;Maison;50;1;1122
Vente;190000;1260;CHAMPAGNE-EN-VALROMEY;Maison;68;3;1002
Vente;113000;1130;NANTUA;Maison;128;2;327
Vente;660000;1140;ST-ETIENNE-SUR-CHALARONNE;Maison;202;5;540
Vente;212757,05;1380;BAGE-DOMMARTIN;Maison;85;4;362
Vente;210000;1240;LENT;Maison;88;4;841
Vente;175000;1190;SERMOYER;Maison;72;3;564
Vente;175000;1190;SERMOYER;Maison;84;3;564
Vente;210500;1640;SAINT-JEAN-LE-VIEUX;Maison;113;5;84
Vente;220000;1600;TREVOUX;Maison;75;3;241
Vente;160000;1150;BLYES;Maison;101;4;345
Vente;440000;1600;SAINT-BERNARD;Maison;140;4;807
Vente;13500;1250;SIMANDRE-SUR-SURAN;Maison;30;1;692
Vente;207000;1340;FOISSIAT;Maison;130;4;1134
Vente;208000;1230;SAINT-RAMBERT-EN-BUGEY;Maison;70;3;55
Vente;785000;1700;NEYRON;Maison;180;5;500
Vente;785000;1700;NEYRON;Maison;180;5;525
Vente;289000;1500;AMBRONAY;Maison;90;4;581
Vente;190000;1340;MARSONNAS;Maison;101;3;592
Vente;330000;1350;CULOZ-BEON;Maison;113;4;558
Vente;237048,25;1750;REPLONGES;Maison;115;5;887
Vente;195000;1300;BRENS;Maison;152;6;773
Vente;260000;1420;SEYSSEL;Maison;78;4;18
Vente;600000;1170;GEX;Maison;98;4;802
Vente;550698;1170;ECHENEVEX;Maison;17;1;454
Vente;550698;1170;ECHENEVEX;Maison;88;4;454
Vente;345000;1580;SONTHONNAX-LA-MONTAGNE;Maison;190;6;774
Vente;215000;1350;ANGLEFORT;Maison;112;4;341
Vente;285000;1400;NEUVILLE-LES-DAMES;Maison;105;4;1007
Vente;285000;1400;NEUVILLE-LES-DAMES;Maison;105;4;700
Vente;277000;1640;SAINT-JEAN-LE-VIEUX;Maison;97;4;397
Vente;193500;1150;SAULT-BRENAZ;Maison;130;3;73
Vente;185000;1250;NIVIGNE ET SURAN;Appartement;140;4;190
Vente;185000;1250;NIVIGNE ET SURAN;Appartement;154;5;190
Vente;362000;1540;VONNAS;Maison;135;5;500
Vente;362000;1540;VONNAS;Maison;135;5;993
Vente;362000;1120;MONTLUEL;Maison;98;4;428
Vente;175000;1270;COLIGNY;Maison;148;3;74
Vente;440000;1550;COLLONGES;Maison;80;4;59
Vente;630000;1170;CHEVRY;Maison;124;5;517
Vente;378050;1600;MASSIEUX;Maison;115;5;500
Vente;378050;1600;MASSIEUX;Maison;115;5;1065
Vente;357760;1200;VALSERHONE;Maison;80;6;837
Vente;272500;1340;MARSONNAS;Maison;156;5;1200
Vente;272500;1340;MARSONNAS;Maison;156;5;2069
Vente;82000;1500;AMBERIEU-EN-BUGEY;Maison;70;2;65
Vente;330000;1600;MISERIEUX;Maison;83;4;820
Vente;250000;1500;AMBERIEU-EN-BUGEY;Maison;90;5;244
Vente;273000;1310;SAINT-MARTIN-LE-CHATEL;Maison;120;4;746
Vente;660200;1170;CHEVRY;Maison;125;4;462
Vente;370000;1150;LAGNIEU;Appartement;156;7;493
Vente;460000;1120;LA BOISSE;Maison;180;3;1024
Vente;253000;1160;PONT-D AIN;Maison;105;4;157
Vente;240000;1140;ILLIAT;Maison;97;4;318
Vente;60000;1230;SAINT-RAMBERT-EN-BUGEY;Maison;80;3;115
Vente;341700;1240;SAINT-PAUL-DE-VARAX;Maison;100;5;760
Vente;165000;1470;BRIORD;Maison;80;3;789
Vente;27600;1150;VAUX-EN-BUGEY;Maison;53;3;76
Vente;350000;1320;CHALAMONT;Maison;115;5;1380
Vente;380000;1330;BOULIGNEUX;Maison;99;6;404
Vente;455000;1700;MIRIBEL;Maison;136;4;500
Vente;455000;1700;MIRIBEL;Maison;136;4;1365
Vente;155000;1150;LAGNIEU;Maison;50;2;44
Vente;230000;1320;CHALAMONT;Maison;94;4;747
Vente;230000;1320;CHALAMONT;Maison;94;4;7085
Vente;355000;1480;VILLENEUVE;Maison;97;5;982
Vente;412000;1600;TREVOUX;Maison;65;3;785
Vente;400000;1600;MISERIEUX;Maison;183;5;754
Vente;400000;1600;MISERIEUX;Maison;183;5;500
Vente;75000;1120;MONTLUEL;Maison;100;4;800
Vente;75000;1120;MONTLUEL;Maison;100;4;1117
Vente;292098;1800;LE MONTELLIER;Maison;157;6;220
Vente;120000;1300;AMBLEON;Maison;54;3;242
Vente;557900;1480;ARS-SUR-FORMANS;Maison;149;6;500
Vente;557900;1480;ARS-SUR-FORMANS;Maison;149;6;1200
Vente;249000;1400;CHATILLON-SUR-CHALARONNE;Maison;88;5;728
Vente;475000;1600;SAINT-BERNARD;Maison;100;4;500
Vente;124875;1340;MONTREVEL-EN-BRESSE;Maison;71;3;550
Vente;124875;1340;MONTREVEL-EN-BRESSE;Maison;71;3;500
Vente;55000;1270;SALAVRE;Maison;53;2;265
Vente;20000;1560;SAINT-JULIEN-SUR-REYSSOUZE;Maison;92;4;181
Vente;85000;1230;TENAY;Appartement;33;1;96
Vente;85000;1230;TENAY;Appartement;113;5;96
Vente;260000;1700;BEYNOST;Maison;109;5;584
Vente;285000;1540;VONNAS;Maison;99;4;1029
Vente;275000;1540;VONNAS;Maison;146;7;791
Vente;315000;1480;VILLENEUVE;Maison;94;4;246
Vente;132000;1400;NEUVILLE-LES-DAMES;Maison;75;3;108
Vente;190000;1420;SEYSSEL;Maison;57;4;57
Vente;330000;1350;CULOZ-BEON;Maison;103;4;1037
Vente;244900;1750;REPLONGES;Maison;92;4;471
Vente;314000;1240;MARLIEUX;Maison;119;4;800
Vente;314000;1240;MARLIEUX;Maison;119;4;3089
Vente;120000;1110;BRENOD;Maison;120;6;215
Vente;255000;1300;BELLEY;Maison;99;6;1254
Vente;315000;1300;CUZIEU;Maison;106;4;1000
Vente;315000;1300;CUZIEU;Maison;106;4;617
Vente;230000;1100;GEOVREISSET;Maison;95;5;208
Vente;413000;1460;BRION;Maison;135;5;899
Vente;305000;1300;PARVES ET NATTAGES;Maison;140;5;918
Vente;338000;1540;VONNAS;Maison;131;6;500
Vente;338000;1540;VONNAS;Maison;131;6;972
Vente;243000;1540;PERREX;Maison;101;4;686
Vente;387900;1600;MISERIEUX;Maison;133;6;424
Vente;58000;1260;VALROMEY-SUR-SERAN;Maison;61;4;59
Vente;150000;1550;COLLONGES;Maison;102;5;551
Vente;810000;1170;ECHENEVEX;Maison;123;5;503
Vente;144000;1800;VILLIEU-LOYES-MOLLON;Maison;90;3;672
Vente;360000;1310;BUELLAS;Maison;126;4;756
Vente;211446;1310;SAINT-MARTIN-LE-CHATEL;Maison;122;7;1106
Vente;185000;1960;PERONNAS;Maison;105;5;259
Vente;147440;1000;BOURG-EN-BRESSE;Maison;85;4;925
Vente;230000;1960;PERONNAS;Maison;32;1;731
Vente;230000;1960;PERONNAS;Maison;108;5;731
Vente;279000;1370;VAL-REVERMONT;Maison;165;6;1361
Vente;279000;1370;VAL-REVERMONT;Maison;165;6;700
Vente;255000;1500;SAINT-DENIS-EN-BUGEY;Maison;65;3;449
Vente;215000;1250;HAUTECOURT-ROMANECHE;Maison;120;4;1290
Vente;215000;1250;HAUTECOURT-ROMANECHE;Maison;120;4;500
Vente;242500;1340;SAINT-DIDIER-D AUSSIAT;Maison;81;4;1564
Vente;155000;1310;POLLIAT;Maison;74;3;510
Vente;220000;1600;REYRIEUX;Maison;82;3;178
Vente;435000;1000;BOURG-EN-BRESSE;Appartement;24;1;131
Vente;435000;1000;BOURG-EN-BRESSE;Appartement;66;3;131
Vente;435000;1000;BOURG-EN-BRESSE;Appartement;63;3;131
Vente;340000;1400;DOMPIERRE-SUR-CHALARONNE;Appartement;90;2;993
Vente;340000;1400;DOMPIERRE-SUR-CHALARONNE;Appartement;69;2;993
Vente;620000;1390;SAINT-MARCEL-EN-DOMBES;Maison;105;5;942
Vente;244550;1410;MIJOUX;Maison;90;3;1319
Vente;330000;1400;NEUVILLE-LES-DAMES;Maison;200;5;4356
Vente;330000;1400;NEUVILLE-LES-DAMES;Maison;200;5;1503
Vente;330000;1400;NEUVILLE-LES-DAMES;Maison;200;5;1934
Vente;455000;1400;CHANOZ-CHATENAY;Maison;143;4;1295
Vente;455000;1400;CHANOZ-CHATENAY;Maison;143;4;700
Vente;120524;1460;MONTREAL LA CLUSE;Maison;83;4;262
Vente;185000;1510;VIRIEU-LE-GRAND;Maison;123;4;180
Vente;1020000;1210;FERNEY-VOLTAIRE;Maison;140;5;903
Vente;1020000;1210;FERNEY-VOLTAIRE;Maison;140;5;930
Vente;194000;1270;COLIGNY;Maison;110;4;1009
Vente;194000;1270;COLIGNY;Maison;110;4;671
Echange;6188;1220;GRILLY;Appartement;76;3;9
Echange;6188;1220;GRILLY;Appartement;63;3;9
Vente;295000;1190;OZAN;Maison;130;5;691
Vente;285000;1140;SAINT-DIDIER-SUR-CHALARONNE;Maison;157;5;927
Vente;145000;1560;SAINT-NIZIER-LE-BOUCHOUX;Maison;87;2;2130
Vente;244000;1580;IZERNORE;Maison;90;4;195
Vente;250000;1570;FEILLENS;Maison;140;5;791
Vente;250000;1570;FEILLENS;Appartement;120;7;791
Vente;250000;1570;FEILLENS;Appartement;230;6;791
Vente;250000;1570;FEILLENS;Appartement;230;6;370
Vente;250000;1570;FEILLENS;Maison;140;5;370
Vente;250000;1570;FEILLENS;Appartement;120;7;370
Vente;645000;1170;CESSY;Maison;100;6;401
Vente;680000;1210;ORNEX;Maison;125;5;583
Vente;165000;1460;MONTREAL LA CLUSE;Appartement;72;2;245
Vente;165000;1460;MONTREAL LA CLUSE;Appartement;59;2;245
Vente;165000;1460;MONTREAL LA CLUSE;Appartement;60;1;245
Vente;215000;1750;REPLONGES;Maison;89;5;600
Vente;215000;1750;REPLONGES;Maison;89;5;526
Vente;265000;1290;SAINT-JEAN-SUR-VEYLE;Maison;145;5;2495
Vente;265000;1290;SAINT-JEAN-SUR-VEYLE;Maison;63;2;2495
Vente;265000;1290;SAINT-JEAN-SUR-VEYLE;Maison;145;5;2505
Vente;265000;1290;SAINT-JEAN-SUR-VEYLE;Maison;63;2;2505
Vente;130000;1130;NANTUA;Appartement;96;4;224
Vente;130000;1130;NANTUA;Appartement;96;3;224
Vente;372000;1300;BELLEY;Maison;149;5;710
Vente;650000;1170;CESSY;Maison;80;4;1350
Vente;430240;1700;MIRIBEL;Maison;115;6;292
Vente;220000;1800;SAINT-JEAN-DE-NIOST;Appartement;60;4;278
Vente;220000;1800;SAINT-JEAN-DE-NIOST;Appartement;90;4;278
Vente;596500;1480;MESSIMY SUR SAONE;Maison;210;6;400
Vente;218000;1330;VILLARS-LES-DOMBES;Maison;78;3;600
Vente;288000;1480;JASSANS-RIOTTIER;Maison;84;5;987
Vente;229063;1480;MESSIMY SUR SAONE;Maison;63;3;166
Vente;229063;1480;MESSIMY SUR SAONE;Maison;120;3;166
Vente;85000;1750;REPLONGES;Maison;160;4;975
Vente;408000;1220;DIVONNE-LES-BAINS;Maison;47;3;338
Vente;355000;1550;COLLONGES;Maison;75;4;281
Vente;534000;1170;ECHENEVEX;Maison;88;4;352
Vente;502500;1200;VALSERHONE;Maison;178;7;1050
Vente;188000;1800;MEXIMIEUX;Maison;69;3;185
Vente;300000;1330;VILLARS-LES-DOMBES;Maison;103;5;515
Vente;340000;1500;DOUVRES;Maison;168;4;803
Vente;190000;1500;CHATEAU-GAILLARD;Maison;130;5;143
Vente;55;1430;ST-MARTIN-DU-FRESNE;Maison;147;6;55
Vente;299000;1480;JASSANS-RIOTTIER;Maison;104;4;282
Vente;212000;1130;CHARIX;Maison;90;4;385
Vente;111000;1500;AMBRONAY;Maison;135;6;266
Vente;254825,95;1250;CEYZERIAT;Appartement;88;3;498
Vente;254825,95;1250;CEYZERIAT;Appartement;120;5;498
Vente;515000;1170;GEX;Appartement;21;1;72
Vente;515000;1170;GEX;Appartement;19;1;72
Vente;515000;1170;GEX;Appartement;52;3;72
Vente;515000;1170;GEX;Appartement;15;1;72
Vente;280000;1000;SAINT-DENIS-LES-BOURG;Maison;107;5;816
Vente;299000;1150;SOUCLIN;Maison;150;5;1019
Vente;250000;1500;AMBERIEU-EN-BUGEY;Maison;140;7;532
Vente;960669;1220;DIVONNE-LES-BAINS;Maison;140;5;460
Vente;991348;1550;POUGNY;Maison;196;6;125
Vente;235850;1190;REYSSOUZE;Maison;97;5;433
Vente;300000;1990;SAINT-TRIVIER-SUR-MOIGNANS;Maison;110;5;1077
Vente;205000;1340;SAINT-DIDIER-D AUSSIAT;Maison;98;4;753
Vente;290000;1660;MEZERIAT;Maison;114;5;1035
Vente;259000;1660;CHAVEYRIAT;Maison;90;3;1650
Vente;344930;1120;DAGNEUX;Maison;115;5;459
Vente;205000;1200;VALSERHONE;Maison;56;3;92
Vente;289750;1250;CEYZERIAT;Appartement;88;3;498
Vente;289750;1250;CEYZERIAT;Appartement;120;5;498
Vente;169000;1310;SAINT-MARTIN-LE-CHATEL;Maison;137;4;620
Vente;167000;1340;MARSONNAS;Maison;74;3;5154
Vente;436000;1310;MONTRACOL;Maison;100;5;670
Vente;105000;1240;MARLIEUX;Maison;90;4;186
Vente;787100;1700;BEYNOST;Maison;164;6;979
Vente;420000;1200;VALSERHONE;Maison;125;5;974
Vente;950000;1220;DIVONNE-LES-BAINS;Maison;116;5;440
Vente;950000;1220;DIVONNE-LES-BAINS;Maison;116;5;452
Vente;259000;1000;BOURG-EN-BRESSE;Maison;125;6;305
Vente;323898;1480;JASSANS-RIOTTIER;Maison;89;4;540
Vente;510000;1630;ST-GENIS-POUILLY;Maison;83;4;302
Vente;319500;1190;CHAVANNES-SUR-REYSSOUZE;Appartement;60;2;2957
Vente;319500;1190;CHAVANNES-SUR-REYSSOUZE;Appartement;37;2;2957
Vente;260000;1100;OYONNAX;Maison;110;4;287
Vente;310000;1090;GUEREINS;Appartement;60;3;2508
Vente;310000;1090;GUEREINS;Appartement;198;6;2508
Vente;175000;1500;AMBERIEU-EN-BUGEY;Maison;75;4;39
Vente;259000;1310;BUELLAS;Maison;131;7;1158
Vente;198200;1270;SALAVRE;Maison;92;3;756
Vente;199000;1200;BILLIAT;Maison;74;3;250
Vente;199000;1200;BILLIAT;Maison;49;3;250
Vente;315000;1200;VALSERHONE;Maison;166;6;539
Vente;379000;1200;VALSERHONE;Maison;103;4;662
Vente;150000;1410;CHEZERY-FORENS;Maison;130;4;935
Vente;150000;1410;CHEZERY-FORENS;Maison;60;2;935
Vente;380000;1200;BILLIAT;Maison;153;5;545
Vente;282500;1480;FAREINS;Maison;86;4;380
Vente;216000;1510;SAINT-MARTIN-DE-BAVEL;Maison;81;4;285
Vente;400000;1350;CEYZERIEU;Maison;137;4;1000
Vente;400000;1350;CEYZERIEU;Maison;137;4;1343
Vente;272000;1090;GUEREINS;Maison;97;4;412
Vente;156000;1250;CEYZERIAT;Maison;63;3;660
Vente;240000;1380;SAINT-CYR-SUR-MENTHON;Maison;96;5;602
Vente;260000;1570;FEILLENS;Maison;190;6;819
Vente;219000;1250;VILLEREVERSURE;Maison;103;6;232
Vente;480000;1170;SEGNY;Maison;86;4;705
Vente;139550;1160;NEUVILLE-SUR-AIN;Maison;34;2;200
Vente;335000;1600;SAINT-BERNARD;Maison;100;4;178
Vente;230000;1350;CULOZ-BEON;Maison;88;5;954
Vente;413950;1390;TRAMOYES;Maison;90;4;707
Vente;315000;1000;BOURG-EN-BRESSE;Maison;86;4;1100
Vente;455000;1210;ORNEX;Maison;104;5;1001
Vente;260550;1250;SIMANDRE-SUR-SURAN;Maison;102;4;500
Vente;260550;1250;SIMANDRE-SUR-SURAN;Maison;102;4;684
Vente;485170;1700;MIRIBEL;Maison;91;4;577
Vente;130000;1960;PERONNAS;Maison;86;4;255
Vente;260000;1630;ST-GENIS-POUILLY;Maison;120;4;345
Vente;237000;1500;CHATEAU-GAILLARD;Maison;93;4;191
Vente;240000;1400;L'ABERGEMENT-CLEMENCIAT;Maison;90;5;449
Vente;145900;1250;SIMANDRE-SUR-SURAN;Maison;86;4;457
Vente;340000;1500;AMBRONAY;Maison;168;4;227
Vente;174010;1500;AMBERIEU-EN-BUGEY;Appartement;72;3;364
Vente;174010;1500;AMBERIEU-EN-BUGEY;Appartement;72;4;364
Vente;140000;1500;AMBRONAY;Maison;63;3;100
Vente;360000;1120;DAGNEUX;Maison;134;5;684
Vente;57200;1600;REYRIEUX;Maison;305;9;889
Vente;285000;1100;OYONNAX;Maison;97;5;1483
Vente;100000;1320;CHALAMONT;Maison;100;5;842
Vente;100000;1320;CHALAMONT;Maison;100;5;4800
Vente;100000;1320;CHALAMONT;Maison;100;5;4400
Vente;160000;1230;SAINT-RAMBERT-EN-BUGEY;Maison;78;2;52
Vente;219000;1340;JAYAT;Maison;130;6;1254
Vente;345000;1570;FEILLENS;Maison;125;6;685
Vente;219000;1240;DOMPIERRE-SUR-VEYLE;Maison;91;5;751
Vente;280000;1410;MIJOUX;Appartement;70;4;22
Vente;280000;1410;MIJOUX;Appartement;65;2;22
Vente;278000;1340;FOISSIAT;Maison;115;4;2180
Vente;278000;1340;FOISSIAT;Maison;115;4;500
Vente;186000;1470;BRIORD;Maison;138;5;830
Vente;249000;1340;SAINT-DIDIER-D AUSSIAT;Maison;157;4;500
Vente;249000;1340;SAINT-DIDIER-D AUSSIAT;Maison;157;4;5153
Vente;400000;1480;FRANS;Maison;121;4;483
Vente;319000;1600;MISERIEUX;Maison;123;4;500
Vente;319000;1600;MISERIEUX;Maison;123;4;696
Vente;420000;1200;VALSERHONE;Maison;128;6;972
Vente;1065000;1630;ST-GENIS-POUILLY;Appartement;105;4;397
Vente;1065000;1630;ST-GENIS-POUILLY;Appartement;124;4;397
Vente;225000;1400;CHATILLON-SUR-CHALARONNE;Maison;78;4;693
Vente;560000;1170;GEX;Maison;136;4;831
Vente;423000;1800;JOYEUX;Maison;200;5;176
Vente;257000;1340;ATTIGNAT;Maison;103;4;954
Vente;240000;1960;SAINT-ANDRE-SUR-VIEUX-JONC;Maison;90;4;654
Vente;225000;1340;FOISSIAT;Maison;110;4;2075
Vente;250000;1550;POUGNY;Maison;77;3;245
Vente;830000;1170;GEX;Maison;135;6;532
Vente;84000;1400;NEUVILLE-LES-DAMES;Maison;149;5;435
Vente;252000;1500;SAINT-DENIS-EN-BUGEY;Maison;109;5;800
Vente;305000;1150;CHAZEY-SUR-AIN;Maison;76;3;596
Vente;320000;1800;BOURG-SAINT-CHRISTOPHE;Maison;132;4;330
Vente;295000;1800;BOURG-SAINT-CHRISTOPHE;Maison;81;4;446
Vente;310000;1480;FAREINS;Maison;95;5;175
Vente;200000;1800;MEXIMIEUX;Maison;82;4;394
Vente;610000;1600;PARCIEUX;Maison;140;4;438
Vente;175000;1150;LAGNIEU;Appartement;47;2;165
Vente;407500;1480;FRANS;Maison;170;6;765
Vente;407500;1480;FRANS;Maison;170;6;500
Vente;245000;1800;SAINT-ELOI;Maison;90;3;174
Vente;255000;1500;AMBUTRIX;Maison;142;6;77
Vente;148000;1190;CHEVROUX;Appartement;36;1;621
Vente;148000;1190;CHEVROUX;Appartement;49;3;621
Vente;148000;1190;CHEVROUX;Appartement;100;4;621
Vente;185000;1990;CHANEINS;Maison;90;6;583
Vente;63564,5;1390;TRAMOYES;Maison;148;7;818
Vente;416000;1400;NEUVILLE-LES-DAMES;Maison;300;8;335
Vente;320000;1260;HAUT-VALROMEY;Maison;170;7;962
Vente;450000;1480;FAREINS;Maison;200;6;1032
Vente;28000;1150;SOUCLIN;Maison;100;2;55
Vente;215000;1250;NIVIGNE ET SURAN;Maison;73;3;341
Vente;70500;1851;MARBOZ;Appartement;44;1;221
Vente;107880;1240;LENT;Maison;57;3;60
Vente;519750;1170;GEX;Maison;158;4;633
Vente;332000;1400;CHANOZ-CHATENAY;Maison;102;4;1130
Vente;94000;1350;CULOZ-BEON;Maison;73;4;320
Vente;288000;1150;SAINT-VULBAS;Maison;108;5;180
Vente;228500;1390;TRAMOYES;Maison;50;1;65
Vente;230000;1350;CULOZ-BEON;Maison;75;3;288
Vente;405000;1350;ANGLEFORT;Maison;134;6;759
Vente;700000;1000;SAINT-DENIS-LES-BOURG;Appartement;29;2;1286
Vente;700000;1000;SAINT-DENIS-LES-BOURG;Appartement;49;2;1286
Vente;700000;1000;SAINT-DENIS-LES-BOURG;Appartement;25;1;1286
Vente;700000;1000;SAINT-DENIS-LES-BOURG;Appartement;49;3;1286
Vente;700000;1000;SAINT-DENIS-LES-BOURG;Appartement;47;3;1286
Vente;700000;1000;SAINT-DENIS-LES-BOURG;Appartement;70;3;1286
Vente;700000;1000;SAINT-DENIS-LES-BOURG;Appartement;30;1;1286
Vente;330000;1000;BOURG-EN-BRESSE;Appartement;46;2;1060
Vente;330000;1000;BOURG-EN-BRESSE;Appartement;126;6;1060
Vente;420000;1390;MONTHIEUX;Maison;110;4;500
Vente;420000;1390;MONTHIEUX;Maison;110;4;700
Vente;355000;1250;CEYZERIAT;Maison;100;4;917
Vente;355000;1250;CEYZERIAT;Maison;100;4;700
Vente;100000;1380;BAGE-LE-CHATEL;Appartement;43;2;232
Vente;100000;1380;BAGE-LE-CHATEL;Appartement;72;2;232
Vente;100000;1380;BAGE-LE-CHATEL;Appartement;88;1;232
Vente;435000;1200;CONFORT;Maison;129;7;894
Vente;275000;1660;MEZERIAT;Maison;100;2;873
Vente;1145150;1220;GRILLY;Maison;180;7;487
Vente;1145150;1220;GRILLY;Maison;180;7;800
Vente;280000;1200;VALSERHONE;Appartement;28;1;43
Vente;120000;1310;POLLIAT;Maison;109;5;963
Vente;120000;1310;POLLIAT;Maison;109;5;1085
Vente;160000;1100;OYONNAX;Maison;62;4;377
Vente;244000;1100;MARTIGNAT;Maison;85;4;453
